mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	2/4	2	2	1/2		1/2	1	1	7	25	C#1	1	7
1	1	0	0.75	0	0	2/4	1	1	3/16		1/8	3/2		7	37	C#2	2	0
1	1	3/4	0.25	3/16	3/16	2/4	1	1	1/16		1/16	1		8	44	G#2	2	1
1	1	1	0.5	1/4	1/4	2/4	1	1	1/8		1/8	1		7	49	C#3	3	2
1	1	1	0.5	1/4	1/4	2/4	1	2	1/8		1/8	1		7	49	C#3	3	4
1	1	3/2	0.25	3/8	3/8	2/4	1	2	1/16		1/16	1		8	44	G#2	2	5
1	1	3/2	0.5	3/8	3/8	2/4	1	1	1/8		1/8	1		8	56	G#3	3	3
1	1	7/4	0.25	7/16	7/16	2/4	1	2	1/16		1/16	1		8	44	G#2	2	6
2	2	2	2.0	0	0	2/4	2	4	1/2		1/2	1	0	7	25	C#1	1	16
2	2	2	0.75	0	0	2/4	2	1	3/16		1/8	3/2		7	37	C#2	2	9
2	2	2	2.0	0	0	2/4	1	1	1/2		1/2	1		7	49	C#3	3	8
2	2	2	2.0	0	0	2/4	1	1	1/2		1/2	1		7	61	C#4	4	8
2	2	11/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		8	44	G#2	2	10
2	2	3	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		7	49	C#3	3	11
2	2	3	0.5	1/4	1/4	2/4	2	2	1/8		1/8	1		7	49	C#3	3	13
2	2	7/2	0.25	3/8	3/8	2/4	2	2	1/16		1/16	1		8	44	G#2	2	14
2	2	7/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	12
2	2	15/4	0.25	7/16	7/16	2/4	2	2	1/16		1/16	1		8	44	G#2	2	15
3	3	4	2.0	0	0	2/4	2	4	1/2		1/2	1	0	7	25	C#1	1	25
3	3	4	0.75	0	0	2/4	2	1	3/16		1/8	3/2		7	37	C#2	2	18
3	3	4	2.0	0	0	2/4	1	1	1/2		1/2	1		7	61	C#4	4	17
3	3	4	2.0	0	0	2/4	1	1	1/2		1/2	1		7	73	C#5	5	17
3	3	19/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		8	44	G#2	2	19
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		7	49	C#3	3	20
3	3	5	0.5	1/4	1/4	2/4	2	2	1/8		1/8	1		7	49	C#3	3	22
3	3	11/2	0.25	3/8	3/8	2/4	2	2	1/16		1/16	1		8	44	G#2	2	23
3	3	11/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	21
3	3	23/4	0.25	7/16	7/16	2/4	2	2	1/16		1/16	1		8	44	G#2	2	24
4	4	6	2.0	0	0	2/4	2	4	1/2		1/2	1	-1	7	25	C#1	1	34
4	4	6	0.75	0	0	2/4	2	1	3/16		1/8	3/2		7	37	C#2	2	27
4	4	6	2.0	0	0	2/4	1	1	1/2		1/2	1	1	7	73	C#5	5	26
4	4	6	2.0	0	0	2/4	1	1	1/2		1/2	1	1	7	85	C#6	6	26
4	4	27/4	0.25	3/16	3/16	2/4	2	1	1/16		1/16	1		8	44	G#2	2	28
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		7	49	C#3	3	29
4	4	7	0.5	1/4	1/4	2/4	2	2	1/8		1/8	1		7	49	C#3	3	31
4	4	15/2	0.25	3/8	3/8	2/4	2	2	1/16		1/16	1		8	44	G#2	2	32
4	4	15/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	30
4	4	31/4	0.25	7/16	7/16	2/4	2	2	1/16		1/16	1		8	44	G#2	2	33
5	5	8	2.0	0	0	2/4	2	2	1/2		1/2	1	1	7	25	C#1	1	41
5	5	8	2.0	0	0	2/4	2	1	1/2		1/2	1	1	7	37	C#2	2	40
5	5	8	0.75	0	0	2/4	1	2	3/16		1/8	3/2	-1	7	73	C#5	5	36
5	5	8	2.0	0	0	2/4	1	1	1/2		1/2	1	-1	7	85	C#6	6	35
